date,grade,school_id,school_category,cluster_id,block_id,district_id,student_category,gender,academicyear_id,cwsn,students_enrolled
02/01/2023,6,1000000005,upper_primary,101010111,10101,101,st,male,2023-24,4,27
02/01/2023,12,1000000021,senior_secondary,101010114,10101,101,st,female,2023-24,5,31
02/01/2023,4,1000000007,primary,101010111,10101,101,general,female,2023-24,2,26
02/01/2023,12,1000000006,senior_secondary,101010111,10101,101,general,female,2023-24,2,21
02/01/2023,7,1000000018,upper_primary,101010113,10101,101,sc,female,2023-24,5,20
02/01/2023,11,1000000023,senior_secondary,101010114,10101,101,other,male,2023-24,5,40
02/01/2023,7,1000000020,upper_primary,101010114,10101,101,sc,female,2023-24,2,37
02/01/2023,7,1000000030,upper_primary,101010115,10101,101,general,male,2023-24,3,23
02/01/2023,12,1000000007,senior_secondary,101010111,10101,101,sc,male,2023-24,2,35
02/01/2023,6,1000000009,upper_primary,101010112,10101,101,other,female,2023-24,3,26
02/01/2023,2,1000000008,primary,101010111,10101,101,other,male,2023-24,4,26
02/01/2023,11,1000000022,senior_secondary,101010114,10101,101,general,male,2023-24,1,28
02/01/2023,7,1000000008,upper_primary,101010111,10101,101,obc,male,2023-24,4,22
02/01/2023,3,1000000019,primary,101010113,10101,101,obc,female,2023-24,3,33
02/01/2023,7,1000000014,upper_primary,101010113,10101,101,other,male,2023-24,3,28
02/01/2023,2,1000000009,primary,101010112,10101,101,obc,male,2023-24,4,35
02/01/2023,3,1000000012,primary,101010112,10101,101,other,male,2023-24,3,21
02/01/2023,8,1000000006,upper_primary,101010111,10101,101,general,female,2023-24,2,37
02/01/2023,12,1000000009,senior_secondary,101010112,10101,101,general,male,2023-24,4,38
02/01/2023,7,1000000017,upper_primary,101010113,10101,101,st,male,2023-24,4,29
02/01/2023,4,1000000014,primary,101010113,10101,101,other,female,2023-24,1,24
02/01/2023,6,1000000022,upper_primary,101010114,10101,101,sc,male,2023-24,3,32
02/01/2023,7,1000000010,upper_primary,101010112,10101,101,general,male,2023-24,5,29
02/01/2023,9,1000000009,secondary,101010112,10101,101,sc,female,2023-24,3,22
02/01/2023,7,1000000026,upper_primary,101010115,10101,101,other,female,2023-24,4,40
02/01/2023,1,1000000006,primary,101010111,10101,101,sc,female,2023-24,4,26
02/01/2023,7,1000000029,upper_primary,101010115,10101,101,st,male,2023-24,2,23
02/01/2023,9,1000000014,secondary,101010113,10101,101,other,female,2023-24,3,40
02/01/2023,7,1000000009,upper_primary,101010112,10101,101,st,male,2023-24,5,24
02/01/2023,9,1000000019,secondary,101010113,10101,101,obc,female,2023-24,1,36
02/01/2023,6,1000000028,upper_primary,101010115,10101,101,sc,male,2023-24,5,34
02/01/2023,4,1000000021,primary,101010114,10101,101,sc,male,2023-24,5,38
02/01/2023,9,1000000021,secondary,101010114,10101,101,sc,female,2023-24,4,22
02/01/2023,5,1000000022,primary,101010114,10101,101,st,male,2023-24,2,37
02/01/2023,6,1000000020,upper_primary,101010114,10101,101,other,male,2023-24,5,20
02/01/2023,11,1000000016,senior_secondary,101010113,10101,101,sc,female,2023-24,2,38
02/01/2023,8,1000000025,upper_primary,101010114,10101,101,general,female,2023-24,4,30
02/01/2023,12,1000000017,senior_secondary,101010113,10101,101,other,female,2023-24,1,32
02/01/2023,7,1000000026,upper_primary,101010115,10101,101,other,female,2023-24,5,38
02/01/2023,2,1000000003,primary,101010111,10101,101,other,male,2023-24,2,29
02/01/2023,6,1000000025,upper_primary,101010114,10101,101,sc,female,2023-24,3,29
02/01/2023,11,1000000024,senior_secondary,101010114,10101,101,st,female,2023-24,5,40
02/01/2023,4,1000000019,primary,101010113,10101,101,general,male,2023-24,3,37
02/01/2023,9,1000000007,secondary,101010111,10101,101,other,female,2023-24,1,38
02/01/2023,11,1000000016,senior_secondary,101010113,10101,101,obc,female,2023-24,3,31
02/01/2023,4,1000000017,primary,101010113,10101,101,obc,female,2023-24,5,39
02/01/2023,2,1000000006,primary,101010111,10101,101,sc,female,2023-24,4,23
02/01/2023,2,1000000003,primary,101010111,10101,101,general,male,2023-24,1,23
02/01/2023,6,1000000028,upper_primary,101010115,10101,101,other,male,2023-24,1,39
02/01/2023,8,1000000010,upper_primary,101010112,10101,101,other,male,2023-24,3,24
02/01/2023,6,1000000022,upper_primary,101010114,10101,101,obc,male,2023-24,4,36
02/01/2023,4,1000000012,primary,101010112,10101,101,st,male,2023-24,3,37
02/01/2023,6,1000000001,upper_primary,101010111,10101,101,general,male,2023-24,3,40
02/01/2023,6,1000000020,upper_primary,101010114,10101,101,obc,male,2023-24,4,34
02/01/2023,9,1000000009,secondary,101010112,10101,101,sc,female,2023-24,2,37
02/01/2023,8,1000000001,upper_primary,101010111,10101,101,sc,male,2023-24,2,39
02/01/2023,1,1000000015,primary,101010113,10101,101,sc,female,2023-24,3,24
02/01/2023,3,1000000030,primary,101010115,10101,101,st,male,2023-24,2,25
02/01/2023,8,1000000027,upper_primary,101010115,10101,101,other,female,2023-24,2,37
02/01/2023,6,1000000018,upper_primary,101010113,10101,101,sc,female,2023-24,3,21
02/01/2023,6,1000000003,upper_primary,101010111,10101,101,st,male,2023-24,2,24
02/01/2023,3,1000000010,primary,101010112,10101,101,sc,female,2023-24,5,24
02/01/2023,11,1000000019,senior_secondary,101010113,10101,101,general,male,2023-24,3,31
02/01/2023,5,1000000014,primary,101010113,10101,101,other,female,2023-24,5,24
02/01/2023,3,1000000004,primary,101010111,10101,101,general,male,2023-24,4,29
02/01/2023,2,1000000008,primary,101010111,10101,101,sc,female,2023-24,2,24
02/01/2023,3,1000000003,primary,101010111,10101,101,st,female,2023-24,3,24
02/01/2023,4,1000000029,primary,101010115,10101,101,general,male,2023-24,1,37
02/01/2023,2,1000000003,primary,101010111,10101,101,st,female,2023-24,4,35
02/01/2023,8,1000000018,upper_primary,101010113,10101,101,other,female,2023-24,3,22
02/01/2023,11,1000000027,senior_secondary,101010115,10101,101,st,female,2023-24,4,29
02/01/2023,2,1000000012,primary,101010112,10101,101,other,female,2023-24,1,40
02/01/2023,6,1000000028,upper_primary,101010115,10101,101,other,female,2023-24,3,37
02/01/2023,9,1000000019,secondary,101010113,10101,101,other,male,2023-24,4,39
02/01/2023,7,1000000015,upper_primary,101010113,10101,101,general,male,2023-24,3,34
02/01/2023,11,1000000003,senior_secondary,101010111,10101,101,sc,female,2023-24,1,39
02/01/2023,9,1000000012,secondary,101010112,10101,101,st,male,2023-24,4,25
02/01/2023,12,1000000009,senior_secondary,101010112,10101,101,general,male,2023-24,3,40
02/01/2023,4,1000000011,primary,101010112,10101,101,sc,male,2023-24,1,37
02/01/2023,2,1000000019,primary,101010113,10101,101,obc,female,2023-24,3,35
02/01/2023,6,1000000026,upper_primary,101010115,10101,101,general,male,2023-24,2,36
02/01/2023,5,1000000030,primary,101010115,10101,101,obc,male,2023-24,4,32
02/01/2023,7,1000000010,upper_primary,101010112,10101,101,st,female,2023-24,1,35
02/01/2023,6,1000000012,upper_primary,101010112,10101,101,st,male,2023-24,2,32
02/01/2023,1,1000000004,primary,101010111,10101,101,other,male,2023-24,3,23
02/01/2023,10,1000000029,secondary,101010115,10101,101,sc,female,2023-24,2,36
02/01/2023,3,1000000015,primary,101010113,10101,101,general,male,2023-24,1,21
02/01/2023,10,1000000015,secondary,101010113,10101,101,other,female,2023-24,2,35
02/01/2023,6,1000000017,upper_primary,101010113,10101,101,st,female,2023-24,2,39
02/01/2023,8,1000000010,upper_primary,101010112,10101,101,obc,male,2023-24,5,33
02/01/2023,1,1000000023,primary,101010114,10101,101,other,male,2023-24,3,33
02/01/2023,11,1000000017,senior_secondary,101010113,10101,101,other,female,2023-24,5,28
02/01/2023,6,1000000028,upper_primary,101010115,10101,101,other,male,2023-24,2,34
02/01/2023,12,1000000004,senior_secondary,101010111,10101,101,obc,female,2023-24,4,30
02/01/2023,3,1000000005,primary,101010111,10101,101,general,female,2023-24,1,31
02/01/2023,6,1000000022,upper_primary,101010114,10101,101,sc,female,2023-24,4,23
02/01/2023,11,1000000025,senior_secondary,101010114,10101,101,general,female,2023-24,4,28
02/01/2023,11,1000000028,senior_secondary,101010115,10101,101,other,male,2023-24,5,28
02/01/2023,9,1000000021,secondary,101010114,10101,101,general,male,2023-24,4,38
02/01/2023,1,1000000008,primary,101010111,10101,101,obc,female,2023-24,5,23
02/01/2023,11,1000000026,senior_secondary,101010115,10101,101,st,female,2023-24,4,27
02/01/2023,12,1000000022,senior_secondary,101010114,10101,101,general,male,2023-24,2,28
02/01/2023,1,1000000019,primary,101010113,10101,101,obc,female,2023-24,3,33
02/01/2023,1,1000000026,primary,101010115,10101,101,obc,female,2023-24,1,29
02/01/2023,10,1000000003,secondary,101010111,10101,101,st,female,2023-24,4,36
02/01/2023,6,1000000027,upper_primary,101010115,10101,101,sc,female,2023-24,2,23
02/01/2023,6,1000000010,upper_primary,101010112,10101,101,sc,female,2023-24,2,24
02/01/2023,7,1000000006,upper_primary,101010111,10101,101,other,male,2023-24,3,37
02/01/2023,9,1000000005,secondary,101010111,10101,101,obc,female,2023-24,4,35
02/01/2023,10,1000000016,secondary,101010113,10101,101,sc,female,2023-24,5,40
02/01/2023,7,1000000011,upper_primary,101010112,10101,101,obc,male,2023-24,3,23
02/01/2023,4,1000000022,primary,101010114,10101,101,other,male,2023-24,2,20
02/01/2023,7,1000000006,upper_primary,101010111,10101,101,other,female,2023-24,2,29
02/01/2023,12,1000000023,senior_secondary,101010114,10101,101,sc,male,2023-24,5,32
02/01/2023,4,1000000022,primary,101010114,10101,101,obc,female,2023-24,3,27
02/01/2023,7,1000000013,upper_primary,101010113,10101,101,st,female,2023-24,5,30
02/01/2023,6,1000000015,upper_primary,101010113,10101,101,other,male,2023-24,4,20
02/01/2023,9,1000000001,secondary,101010111,10101,101,other,female,2023-24,1,27
02/01/2023,12,1000000026,senior_secondary,101010115,10101,101,other,male,2023-24,3,31
02/01/2023,3,1000000027,primary,101010115,10101,101,obc,male,2023-24,3,25
02/01/2023,2,1000000017,primary,101010113,10101,101,sc,male,2023-24,3,28
02/01/2023,4,1000000017,primary,101010113,10101,101,sc,female,2023-24,1,40
02/01/2023,11,1000000017,senior_secondary,101010113,10101,101,general,female,2023-24,4,36
02/01/2023,9,1000000021,secondary,101010114,10101,101,sc,male,2023-24,3,30
02/01/2023,2,1000000004,primary,101010111,10101,101,other,female,2023-24,5,23
02/01/2023,8,1000000001,upper_primary,101010111,10101,101,general,male,2023-24,4,35
02/01/2023,11,1000000004,senior_secondary,101010111,10101,101,other,male,2023-24,2,21
02/01/2023,1,1000000013,primary,101010113,10101,101,sc,male,2023-24,5,21
02/01/2023,7,1000000019,upper_primary,101010113,10101,101,obc,male,2023-24,2,37
02/01/2023,1,1000000027,primary,101010115,10101,101,obc,female,2023-24,1,37
02/01/2023,3,1000000013,primary,101010113,10101,101,st,male,2023-24,1,24
02/01/2023,3,1000000016,primary,101010113,10101,101,st,female,2023-24,5,21
02/01/2023,10,1000000010,secondary,101010112,10101,101,st,female,2023-24,1,33
02/01/2023,7,1000000011,upper_primary,101010112,10101,101,sc,female,2023-24,4,39
02/01/2023,8,1000000017,upper_primary,101010113,10101,101,other,male,2023-24,1,40
02/01/2023,3,1000000013,primary,101010113,10101,101,obc,male,2023-24,1,26
02/01/2023,11,1000000016,senior_secondary,101010113,10101,101,sc,female,2023-24,1,29
02/01/2023,3,1000000017,primary,101010113,10101,101,other,male,2023-24,3,30
02/01/2023,10,1000000029,secondary,101010115,10101,101,other,female,2023-24,4,30
02/01/2023,2,1000000030,primary,101010115,10101,101,other,female,2023-24,5,38
02/01/2023,2,1000000017,primary,101010113,10101,101,st,male,2023-24,3,23
02/01/2023,12,1000000025,senior_secondary,101010114,10101,101,other,male,2023-24,3,32
02/01/2023,11,1000000024,senior_secondary,101010114,10101,101,general,male,2023-24,5,33
02/01/2023,5,1000000020,primary,101010114,10101,101,obc,male,2023-24,4,35
02/01/2023,11,1000000006,senior_secondary,101010111,10101,101,st,male,2023-24,3,24
02/01/2023,7,1000000025,upper_primary,101010114,10101,101,st,male,2023-24,4,28
02/01/2023,6,1000000023,upper_primary,101010114,10101,101,st,male,2023-24,4,22
02/01/2023,3,1000000028,primary,101010115,10101,101,sc,female,2023-24,1,22
02/01/2023,2,1000000027,primary,101010115,10101,101,sc,female,2023-24,1,30
02/01/2023,9,1000000002,secondary,101010111,10101,101,st,female,2023-24,2,38
02/01/2023,3,1000000017,primary,101010113,10101,101,obc,female,2023-24,2,37
02/01/2023,9,1000000030,secondary,101010115,10101,101,general,male,2023-24,4,22
02/01/2023,3,1000000008,primary,101010111,10101,101,other,female,2023-24,3,35
02/01/2023,12,1000000029,senior_secondary,101010115,10101,101,st,female,2023-24,4,23
02/01/2023,10,1000000017,secondary,101010113,10101,101,obc,male,2023-24,1,26
02/01/2023,6,1000000016,upper_primary,101010113,10101,101,general,female,2023-24,4,34
02/01/2023,2,1000000024,primary,101010114,10101,101,sc,male,2023-24,3,23
02/01/2023,11,1000000003,senior_secondary,101010111,10101,101,other,female,2023-24,4,20
02/01/2023,2,1000000028,primary,101010115,10101,101,general,male,2023-24,3,36
02/01/2023,4,1000000010,primary,101010112,10101,101,other,female,2023-24,4,28
02/01/2023,2,1000000020,primary,101010114,10101,101,general,male,2023-24,3,30
02/01/2023,12,1000000002,senior_secondary,101010111,10101,101,sc,female,2023-24,1,22
02/01/2023,4,1000000003,primary,101010111,10101,101,general,male,2023-24,1,27
02/01/2023,2,1000000030,primary,101010115,10101,101,other,male,2023-24,5,27
02/01/2023,12,1000000015,senior_secondary,101010113,10101,101,general,female,2023-24,5,35
02/01/2023,12,1000000013,senior_secondary,101010113,10101,101,general,female,2023-24,4,25
02/01/2023,2,1000000012,primary,101010112,10101,101,st,male,2023-24,3,20
02/01/2023,5,1000000007,primary,101010111,10101,101,sc,female,2023-24,5,29
02/01/2023,7,1000000016,upper_primary,101010113,10101,101,general,female,2023-24,1,35
02/01/2023,9,1000000030,secondary,101010115,10101,101,sc,female,2023-24,3,24
02/01/2023,12,1000000004,senior_secondary,101010111,10101,101,other,male,2023-24,3,31
02/01/2023,5,1000000022,primary,101010114,10101,101,sc,female,2023-24,3,40
02/01/2023,5,1000000020,primary,101010114,10101,101,other,male,2023-24,3,39
02/01/2023,10,1000000016,secondary,101010113,10101,101,other,female,2023-24,5,29
02/01/2023,10,1000000018,secondary,101010113,10101,101,general,male,2023-24,4,39
02/01/2023,7,1000000008,upper_primary,101010111,10101,101,other,female,2023-24,1,25
02/01/2023,3,1000000010,primary,101010112,10101,101,sc,female,2023-24,1,22
02/01/2023,10,1000000016,secondary,101010113,10101,101,st,male,2023-24,3,34
02/01/2023,2,1000000001,primary,101010111,10101,101,obc,male,2023-24,2,39
02/01/2023,5,1000000030,primary,101010115,10101,101,other,male,2023-24,4,29
02/01/2023,12,1000000006,senior_secondary,101010111,10101,101,other,female,2023-24,4,40
02/01/2023,4,1000000003,primary,101010111,10101,101,other,female,2023-24,5,27
02/01/2023,6,1000000009,upper_primary,101010112,10101,101,other,female,2023-24,2,38
02/01/2023,2,1000000004,primary,101010111,10101,101,general,female,2023-24,4,29
02/01/2023,9,1000000027,secondary,101010115,10101,101,general,female,2023-24,5,21
02/01/2023,7,1000000027,upper_primary,101010115,10101,101,obc,male,2023-24,5,23
02/01/2023,4,1000000012,primary,101010112,10101,101,general,female,2023-24,1,36
02/01/2023,10,1000000010,secondary,101010112,10101,101,st,male,2023-24,5,30
02/01/2023,1,1000000017,primary,101010113,10101,101,sc,male,2023-24,4,35
02/01/2023,10,1000000029,secondary,101010115,10101,101,st,male,2023-24,4,36
02/01/2023,8,1000000018,upper_primary,101010113,10101,101,general,male,2023-24,1,30
02/01/2023,12,1000000013,senior_secondary,101010113,10101,101,obc,male,2023-24,4,20
02/01/2023,10,1000000002,secondary,101010111,10101,101,sc,male,2023-24,2,22
02/01/2023,6,1000000025,upper_primary,101010114,10101,101,st,male,2023-24,2,33
02/01/2023,6,1000000004,upper_primary,101010111,10101,101,st,female,2023-24,3,27
02/01/2023,3,1000000025,primary,101010114,10101,101,st,female,2023-24,3,25
02/01/2023,4,1000000007,primary,101010111,10101,101,other,female,2023-24,1,31
02/01/2023,11,1000000026,senior_secondary,101010115,10101,101,st,female,2023-24,3,39
02/01/2023,7,1000000029,upper_primary,101010115,10101,101,general,male,2023-24,5,37
02/01/2023,4,1000000007,primary,101010111,10101,101,general,male,2023-24,3,37
02/01/2023,6,1000000007,upper_primary,101010111,10101,101,obc,male,2023-24,4,34
02/01/2023,1,1000000024,primary,101010114,10101,101,obc,male,2023-24,3,30
02/01/2023,12,1000000023,senior_secondary,101010114,10101,101,sc,male,2023-24,5,24
02/01/2023,11,1000000004,senior_secondary,101010111,10101,101,obc,male,2023-24,4,38
02/01/2023,3,1000000029,primary,101010115,10101,101,other,male,2023-24,2,28
02/01/2023,12,1000000029,senior_secondary,101010115,10101,101,obc,female,2023-24,3,31
02/01/2023,10,1000000001,secondary,101010111,10101,101,obc,male,2023-24,2,22
02/01/2023,6,1000000008,upper_primary,101010111,10101,101,obc,male,2023-24,5,25
02/01/2023,5,1000000022,primary,101010114,10101,101,st,male,2023-24,5,33
02/01/2023,11,1000000013,senior_secondary,101010113,10101,101,general,female,2023-24,2,30
02/01/2023,9,1000000002,secondary,101010111,10101,101,obc,male,2023-24,2,31
02/01/2023,12,1000000002,senior_secondary,101010111,10101,101,general,female,2023-24,5,20
02/01/2023,9,1000000010,secondary,101010112,10101,101,general,male,2023-24,3,24
02/01/2023,2,1000000016,primary,101010113,10101,101,obc,female,2023-24,5,25
02/01/2023,5,1000000014,primary,101010113,10101,101,st,male,2023-24,3,26
02/01/2023,10,1000000024,secondary,101010114,10101,101,other,male,2023-24,4,39
02/01/2023,7,1000000017,upper_primary,101010113,10101,101,general,male,2023-24,1,25
02/01/2023,7,1000000002,upper_primary,101010111,10101,101,general,male,2023-24,4,20
02/01/2023,1,1000000018,primary,101010113,10101,101,st,female,2023-24,4,28
02/01/2023,8,1000000003,upper_primary,101010111,10101,101,obc,female,2023-24,5,35
02/01/2023,3,1000000002,primary,101010111,10101,101,sc,male,2023-24,1,26
02/01/2023,2,1000000018,primary,101010113,10101,101,general,female,2023-24,1,30
02/01/2023,10,1000000013,secondary,101010113,10101,101,obc,female,2023-24,2,31
02/01/2023,2,1000000018,primary,101010113,10101,101,obc,male,2023-24,3,33
02/01/2023,6,1000000003,upper_primary,101010111,10101,101,sc,female,2023-24,2,37
02/01/2023,12,1000000024,senior_secondary,101010114,10101,101,st,male,2023-24,4,21
02/01/2023,10,1000000018,secondary,101010113,10101,101,other,male,2023-24,2,28
02/01/2023,12,1000000005,senior_secondary,101010111,10101,101,obc,female,2023-24,1,31
02/01/2023,6,1000000030,upper_primary,101010115,10101,101,other,female,2023-24,2,30
02/01/2023,4,1000000030,primary,101010115,10101,101,sc,male,2023-24,2,40
02/01/2023,4,1000000020,primary,101010114,10101,101,other,female,2023-24,1,32
02/01/2023,12,1000000011,senior_secondary,101010112,10101,101,general,female,2023-24,5,33
02/01/2023,12,1000000017,senior_secondary,101010113,10101,101,sc,male,2023-24,2,30
02/01/2023,7,1000000022,upper_primary,101010114,10101,101,other,female,2023-24,4,34
02/01/2023,7,1000000030,upper_primary,101010115,10101,101,st,female,2023-24,5,25
02/01/2023,1,1000000012,primary,101010112,10101,101,sc,male,2023-24,3,29
02/01/2023,5,1000000001,primary,101010111,10101,101,sc,female,2023-24,3,23
02/01/2023,12,1000000011,senior_secondary,101010112,10101,101,sc,male,2023-24,3,38
02/01/2023,1,1000000009,primary,101010112,10101,101,obc,female,2023-24,3,26
02/01/2023,7,1000000018,upper_primary,101010113,10101,101,st,female,2023-24,4,38
02/01/2023,7,1000000025,upper_primary,101010114,10101,101,st,female,2023-24,4,30
02/01/2023,10,1000000011,secondary,101010112,10101,101,general,male,2023-24,5,35
02/01/2023,5,1000000021,primary,101010114,10101,101,st,female,2023-24,3,40
02/01/2023,3,1000000007,primary,101010111,10101,101,sc,female,2023-24,1,26
02/01/2023,10,1000000011,secondary,101010112,10101,101,st,female,2023-24,2,33
02/01/2023,1,1000000013,primary,101010113,10101,101,sc,female,2023-24,2,30
02/01/2023,2,1000000004,primary,101010111,10101,101,general,male,2023-24,5,21
02/01/2023,11,1000000006,senior_secondary,101010111,10101,101,general,female,2023-24,2,34
02/01/2023,2,1000000021,primary,101010114,10101,101,sc,female,2023-24,2,28
02/01/2023,1,1000000023,primary,101010114,10101,101,sc,female,2023-24,3,26
02/01/2023,5,1000000015,primary,101010113,10101,101,st,female,2023-24,3,20
02/01/2023,10,1000000015,secondary,101010113,10101,101,obc,male,2023-24,5,21
02/01/2023,2,1000000009,primary,101010112,10101,101,obc,female,2023-24,1,24
02/01/2023,9,1000000015,secondary,101010113,10101,101,general,male,2023-24,3,30
02/01/2023,9,1000000026,secondary,101010115,10101,101,other,female,2023-24,5,38
02/01/2023,7,1000000006,upper_primary,101010111,10101,101,obc,male,2023-24,5,22
02/01/2023,7,1000000027,upper_primary,101010115,10101,101,obc,female,2023-24,3,38
02/01/2023,2,1000000019,primary,101010113,10101,101,other,male,2023-24,4,40
02/01/2023,6,1000000025,upper_primary,101010114,10101,101,other,male,2023-24,3,38
02/01/2023,2,1000000009,primary,101010112,10101,101,st,female,2023-24,4,31
02/01/2023,3,1000000013,primary,101010113,10101,101,other,male,2023-24,1,23
02/01/2023,3,1000000025,primary,101010114,10101,101,other,female,2023-24,5,27
02/01/2023,10,1000000018,secondary,101010113,10101,101,sc,male,2023-24,3,38
02/01/2023,7,1000000004,upper_primary,101010111,10101,101,other,male,2023-24,4,24
02/01/2023,7,1000000024,upper_primary,101010114,10101,101,obc,male,2023-24,5,30
02/01/2023,12,1000000008,senior_secondary,101010111,10101,101,sc,female,2023-24,1,30
02/01/2023,4,1000000011,primary,101010112,10101,101,other,male,2023-24,3,32
02/01/2023,5,1000000030,primary,101010115,10101,101,sc,male,2023-24,5,26
02/01/2023,4,1000000011,primary,101010112,10101,101,other,female,2023-24,4,32
02/01/2023,2,1000000007,primary,101010111,10101,101,other,male,2023-24,2,26
02/01/2023,8,1000000011,upper_primary,101010112,10101,101,st,female,2023-24,4,20
02/01/2023,4,1000000009,primary,101010112,10101,101,other,female,2023-24,5,20
02/01/2023,7,1000000002,upper_primary,101010111,10101,101,obc,male,2023-24,4,22
02/01/2023,3,1000000005,primary,101010111,10101,101,other,female,2023-24,3,21
02/01/2023,6,1000000019,upper_primary,101010113,10101,101,obc,male,2023-24,1,38
02/01/2023,10,1000000017,secondary,101010113,10101,101,obc,female,2023-24,2,35
02/01/2023,3,1000000018,primary,101010113,10101,101,other,female,2023-24,3,22
02/01/2023,12,1000000028,senior_secondary,101010115,10101,101,general,female,2023-24,4,39
02/01/2023,9,1000000029,secondary,101010115,10101,101,general,male,2023-24,5,21
02/01/2023,2,1000000020,primary,101010114,10101,101,general,male,2023-24,1,22
02/01/2023,10,1000000030,secondary,101010115,10101,101,other,female,2023-24,2,32
02/01/2023,9,1000000024,secondary,101010114,10101,101,other,female,2023-24,3,30
02/01/2023,3,1000000007,primary,101010111,10101,101,sc,male,2023-24,5,38
02/01/2023,6,1000000017,upper_primary,101010113,10101,101,general,female,2023-24,2,36
02/01/2023,1,1000000015,primary,101010113,10101,101,sc,male,2023-24,4,38
02/01/2023,7,1000000030,upper_primary,101010115,10101,101,other,female,2023-24,3,38
02/01/2023,9,1000000024,secondary,101010114,10101,101,general,female,2023-24,5,25
02/01/2023,5,1000000021,primary,101010114,10101,101,obc,male,2023-24,3,33
02/01/2023,5,1000000027,primary,101010115,10101,101,obc,female,2023-24,5,32
02/01/2023,3,1000000030,primary,101010115,10101,101,sc,female,2023-24,5,40
02/01/2023,5,1000000015,primary,101010113,10101,101,general,male,2023-24,5,30
02/01/2023,9,1000000005,secondary,101010111,10101,101,general,female,2023-24,4,25
02/01/2023,7,1000000028,upper_primary,101010115,10101,101,general,female,2023-24,2,33
02/01/2023,11,1000000002,senior_secondary,101010111,10101,101,general,male,2023-24,1,29
02/01/2023,10,1000000022,secondary,101010114,10101,101,sc,female,2023-24,5,36
02/01/2023,3,1000000003,primary,101010111,10101,101,other,female,2023-24,1,34
02/01/2023,3,1000000028,primary,101010115,10101,101,sc,male,2023-24,2,38
02/01/2023,12,1000000014,senior_secondary,101010113,10101,101,sc,female,2023-24,4,38
02/01/2023,12,1000000016,senior_secondary,101010113,10101,101,obc,male,2023-24,4,22
02/01/2023,1,1000000011,primary,101010112,10101,101,other,female,2023-24,5,20
02/01/2023,2,1000000009,primary,101010112,10101,101,sc,female,2023-24,1,30
02/01/2023,11,1000000020,senior_secondary,101010114,10101,101,st,male,2023-24,5,35
02/01/2023,7,1000000014,upper_primary,101010113,10101,101,general,female,2023-24,1,37
02/01/2023,10,1000000008,secondary,101010111,10101,101,sc,female,2023-24,3,28
02/01/2023,8,1000000023,upper_primary,101010114,10101,101,sc,male,2023-24,4,25
02/01/2023,11,1000000029,senior_secondary,101010115,10101,101,st,male,2023-24,2,29
02/01/2023,3,1000000027,primary,101010115,10101,101,obc,male,2023-24,5,24
02/01/2023,6,1000000017,upper_primary,101010113,10101,101,other,male,2023-24,5,24
02/01/2023,9,1000000016,secondary,101010113,10101,101,st,female,2023-24,5,27
02/01/2023,11,1000000010,senior_secondary,101010112,10101,101,other,male,2023-24,4,30
02/01/2023,4,1000000013,primary,101010113,10101,101,obc,male,2023-24,5,31
02/01/2023,2,1000000006,primary,101010111,10101,101,obc,female,2023-24,4,22
02/01/2023,11,1000000022,senior_secondary,101010114,10101,101,sc,male,2023-24,3,35
02/01/2023,10,1000000017,secondary,101010113,10101,101,other,male,2023-24,1,40
02/01/2023,12,1000000023,senior_secondary,101010114,10101,101,st,male,2023-24,3,35
02/01/2023,8,1000000007,upper_primary,101010111,10101,101,obc,female,2023-24,2,40
02/01/2023,10,1000000006,secondary,101010111,10101,101,obc,female,2023-24,5,34
02/01/2023,11,1000000016,senior_secondary,101010113,10101,101,st,male,2023-24,5,36
02/01/2023,10,1000000009,secondary,101010112,10101,101,other,male,2023-24,1,36
02/01/2023,6,1000000026,upper_primary,101010115,10101,101,st,male,2023-24,2,40
02/01/2023,8,1000000011,upper_primary,101010112,10101,101,obc,male,2023-24,3,36
02/01/2023,11,1000000014,senior_secondary,101010113,10101,101,sc,male,2023-24,5,36
