course_id,course_name
985,'LD_Sec_Personal-Social Qualities for Holistic Development'
986,'LD_Sec_Personal-Social Qualities for Holistic Development-Batch2'
987,'LD_Sec_School Based Assessment'
988,'LD_Sec_School Based Assessment-Batch2'
989,'LD_Sec_Toy Based Pedagogy'
990,'LD_Sec_Toy Based Pedagogy-Batch2'
991,'LD_Sec_Understanding Secondary Stage Learners'
992,'LD_Sec_Understanding Secondary Stage Learners-Batch2'
993,'LD_Sec_Vocational Education'
994,'LD_Sec_Vocational Education-Batch2'
995,"'LD_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
996,'LKD_FLN_Foundational Language and Literacy'
997,'LKD_FLN_Foundational Language and Literacy - Batch 2'
998,'LKD_FLN_Foundational Numeracy'
999,'LKD_FLN_Foundational Numeracy - Batch 2'
1000,"'LKD_FLN_Integration of ICT in Teaching, Learning and Assessment'"
1001,"'LKD_FLN_Integration of ICT in Teaching, Learning and Assessment - Batch 2'"
1002,'LKD_FLN_Introduction to FLN Mission'
1003,'LKD_FLN_Introduction to FLN Mission - Batch 2'
1004,'LKD_FLN_Involvement of Parents and Communities for FLN'
1005,'LKD_FLN_Involvement of Parents and Communities for FLN - Batch 2'
1006,'LKD_FLN_Learning Assessment'
1007,'LKD_FLN_Learning Assessment - Batch 2'
1008,'LKD_FLN_Multilingual Education in Primary Grades'
1009,'LKD_FLN_Multilingual Education in Primary Grades - Batch 2'
1010,'LKD_FLN_School Leadership for Foundational Literacy and Numeracy'
1011,'LKD_FLN_School Leadership for Foundational Literacy and Numeracy - Batch 2'
1012,'LKD_FLN_Shifting Towards Competency Based Education'
1013,'LKD_FLN_Shifting Towards Competency Based Education - Batch 2'
1014,'LKD_FLN_Toy Based Pedagogy for Foundational Stage'
1015,'LKD_FLN_Toy Based Pedagogy for Foundational Stage - Batch 2'
1016,'LKD_SEC_Art Integrated Learning'
1017,'LKD_SEC_Art Integrated Learning-Batch 2'
1018,'LKD_SEC_Curriculum and Inclusive Classrooms'
1019,'LKD_SEC_Curriculum and Inclusive Classrooms-Batch 2'
1020,'LKD_SEC_Health and Well-being'
1021,'LKD_SEC_Health and Well-being-Batch 2'
1022,'LKD_SEC_ICT in Teaching-Learning and Assessment'
1023,'LKD_SEC_ICT in Teaching-Learning and Assessment-Batch 2'
1024,'LKD_SEC_Initiatives in School Education'
1025,'LKD_SEC_Initiatives in School Education - Batch 2'
1026,'LKD_SEC_Integrating Gender in Schooling Processes'
1027,'LKD_SEC_Integrating Gender in Schooling Processes - Batch 2'
1028,'LKD_SEC_Personal-Social Qualities for Holistic Development'
1029,'LKD_SEC_Personal-Social Qualities for Holistic Development-batch 2'
1030,'LKD_SEC_School Based Assessment'
1031,'LKD_SEC_School Based Assessment - Batch 2'
1032,'LKD_SEC_Toy Based Pedagogy'
1033,'LKD_SEC_Toy Based Pedagogy - Batch 2'
1034,'LKD_SEC_Understanding Secondary Stage Learners'
1035,'LKD_SEC_Understanding Secondary Stage Learners-Batch 2'
1036,'LKD_SEC_Vocational Education'
1037,'LKD_SEC_Vocational Education - Batch 2'
1038,'MH_FLN_ENG_Foundational Numeracy'
1039,"'MH_FLN_ENG_Integration of ICT in Teaching, Learning and Assessment'"
1040,'MH_FLN_ENG_Introduction to FLN Mission'
1041,'MH_FLN_ENG_Involvement of Parents and Communities for FLN'
1042,'MH_FLN_ENG_School Leadership for Foundational Literacy and Numeracy'
1043,'MH_FLN_ENG_Shifting Towards Competency Based Education'
1044,'MH_FLN_ENG_Toy Based Pedagogy for Foundational Stage'
1045,'MH_FLN_Foundational Language and Literacy'
1046,'MH_FLN_Learning Assessment'
1047,'MH_FLN_Multilingual Education in Primary Grades'
1048,'MH_M1_Curriculum and Inclusive Classrooms_NISHTHA'
1049,'MH_M2_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment_NISHTHA'
1050,'MH_M3_Health and Well-being in Schools_NISHTHA'
1051,'MH_M4_Integrating Gender in the Teaching Learning Process'
1052,"'MH_M5_Integration of ICT in Teaching, Learning and Assessment'"
1053,'MH_M6_Art Integrated Learning'
1054,'MH_M7_School Based Assessment'
1055,'MH_M8_Pedagogy of Environmental Studies'
1056,'MH_M9_Pedagogy of Mathematics'
1057,'MH_M10_Pedagogy of Social Sciences'
1058,'MH_M11_Pedagogy of Languages'
1059,'MH_M12_Pedagogy of Science'
1060,'MH_M14_Initiatives in School Education'
1061,'MH_M15_Preschool Education'
1062,'MH_M16_Pre-vocational Education'
1063,"'MH_M18_ Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1064,'MH_SEC_Art Integrated Learning'
1065,'MH_SEC_Curriculum and Inclusive Classrooms'
1066,'MH_SEC_Health and Well-being'
1067,'MH_SEC_ICT in Teaching-Learning and Assessment'
1068,'MH_SEC_Integrating Gender in Schooling Processes'
1069,'MH_SEC_Personal-Social Qualities for Holistic Development'
1070,'MH_SEC_Understanding Secondary Stage Learners'
1071,'MH_SEC_Vocational Education'
1072,'MN_Art Integrated Learning'
1073,'MN_Curriculum and Inclusive Classrooms'
1074,'MN_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1075,'MN_FLN_Foundational Language and Literacy'
1076,'MN_FLN_Foundational Language and Literacy_Batch2'
1077,'MN_FLN_Foundational Numeracy'
1078,'MN_FLN_Foundational Numeracy_Batch2'
1079,"'MN_FLN_Integration of ICT in Teaching, Learning and Assessment'"
1080,"'MN_FLN_Integration of ICT in Teaching, Learning and Assessment_Batch2'"
1081,'MN_FLN_Introduction to FLN Mission'
1082,'MN_FLN_Introduction to FLN Mission_Batch2'
1083,'MN_FLN_Involvement of Parents and Communities for FLN'
1084,'MN_FLN_Involvement of Parents and Communities for FLN_Batch2'
1085,'MN_FLN_Learning Assessment'
1086,'MN_FLN_Learning Assessment_Batch2'
1087,'MN_FLN_Multilingual Education in Primary Grades'
1088,'MN_FLN_Multilingual Education in Primary Grades_Batch2'
1089,'MN_FLN_School Leadership for Foundational Literacy and Numeracy'
1090,'MN_FLN_School Leadership for Foundational Literacy and Numeracy_Batch2'
1091,'MN_FLN_Shifting Towards Competency Based Education'
1092,'MN_FLN_Shifting Towards Competency Based Education_Batch2'
1093,'MN_FLN_Toy Based Pedagogy for Foundational Stage'
1094,'MN_FLN_Toy Based Pedagogy for Foundational Stage_Batch2'
1095,'MN_Health and Well-being in Schools'
1096,'MN_Initiatives in School Education'
1097,'MN_Integrating gender in the teaching learning process'
1098,"'MN_Integration of ICT in Teaching, Learning and Assessment'"
1099,'MN_Pedagogy of Environmental Studies'
1100,'MN_Pedagogy of Languages'
1101,'MN_Pedagogy of Mathematics'
1102,'MN_Pedagogy of Science'
1103,'MN_Pedagogy of Social Sciences'
1104,'MN_Pre-vocational Education'
1105,'MN_Preschool Education'
1106,'MN_School Based Assessment'
1107,'MN_SEC_Art Integrated Learning'
1108,'MN_SEC_Art Integrated Learning_BATCH_2'
1109,'MN_SEC_Curriculum and Inclusive Classrooms'
1110,'MN_SEC_Curriculum and Inclusive Classrooms_BATCH_2'
1111,'MN_SEC_Health and Well-being'
1112,'MN_SEC_Health and Well-being_BATCH_2'
1113,'MN_SEC_ICT in Teaching-Learning and Assessment'
1114,'MN_SEC_ICT in Teaching-Learning and Assessment_BATCH_2'
1115,'MN_SEC_Initiatives in School Education'
1116,'MN_SEC_Initiatives in School Education_BATCH_2'
1117,'MN_SEC_Integrating Gender in Schooling Processes'
1118,'MN_SEC_Integrating Gender in Schooling Processes_BATCH_2'
1119,'MN_SEC_Personal-Social Qualities for Holistic Development'
1120,'MN_SEC_Personal-Social Qualities for Holistic Development_BATCH_2'
1121,'MN_SEC_School Based Assessment'
1122,'MN_SEC_School Based Assessment_BATCH_2'
1123,'MN_SEC_Toy Based Pedagogy'
1124,'MN_SEC_Toy Based Pedagogy_BATCH_2'
1125,'MN_SEC_Understanding Secondary Stage Learners'
1126,'MN_SEC_Understanding Secondary Stage Learners_BATHC_2'
1127,'MN_SEC_Vocational Education'
1128,'MN_SEC_Vocational Education_BATCH_2'
1129,"'MN_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1130,'TRIAL_BATCH_2_SBA'
1131,'ML_Art Integrated Learning'
1132,'ML_Curriculum and Inclusive Classrooms'
1133,'ML_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1134,'ML_FLN_Foundational Language and Literacy'
1135,'ML_FLN_Foundational Language and Literacy_Batch2'
1136,'ML_FLN_Foundational Numeracy'
1137,'ML_FLN_Foundational Numeracy_Batch2'
1138,"'ML_FLN_Integration of ICT in Teaching, Learning and Assessment'"
1139,"'ML_FLN_Integration of ICT in Teaching, Learning and Assessment_Batch2'"
1140,'ML_FLN_Introduction to FLN Mission'
1141,'ML_FLN_Introduction to FLN Mission_Batch2'
1142,'ML_FLN_Involvement of Parents and Communities for FLN'
1143,'ML_FLN_Involvement of Parents and Communities for FLN_Batch2'
1144,'ML_FLN_Learning Assessment'
1145,'ML_FLN_Learning Assessment_Batch2'
1146,'ML_FLN_Multilingual Education in Primary Grades'
1147,'ML_FLN_Multilingual Education in Primary Grades_Batch2'
1148,'ML_FLN_School Leadership for Foundational Literacy and Numeracy'
1149,'ML_FLN_School Leadership for Foundational Literacy and Numeracy_Batch2'
1150,'ML_FLN_Shifting Towards Competency Based Education'
1151,'ML_FLN_Shifting Towards Competency Based Education_Batch2'
1152,'ML_FLN_Toy Based Pedagogy for Foundational Stage'
1153,'ML_FLN_Toy Based Pedagogy for Foundational Stage_Batch2'
1154,'ML_Health and Well-being in Schools'
1155,'ML_Initiatives in School Education'
1156,'ML_Integrating Gender in the Teaching Learning Process'
1157,"'ML_Integration of ICT in Teaching, Learning and Assessment'"
1158,'ML_Pedagogy of Environmental Studies'
1159,'ML_Pedagogy of Languages'
1160,'ML_Pedagogy of Mathematics'
1161,'ML_Pedagogy of Science'
1162,'ML_Pedagogy of Social Sciences'
1163,'ML_Pre-vocational Education'
1164,'ML_Preschool Education'
1165,'ML_School Based Assessment'
1166,'ML_Sec_Art Integrated Learning'
1167,'ML_Sec_Art Integrated Learning- Batch 2'
1168,'ML_Sec_Curriculum and Inclusive Classrooms'
1169,'ML_Sec_Curriculum and Inclusive Classrooms- Batch 2'
1170,'ML_Sec_Health and Well-being'
1171,'ML_Sec_Health and Well-being- Batch 2'
1172,'ML_Sec_ICT in Teaching-Learning and Assessment'
1173,'ML_Sec_ICT in Teaching-Learning and Assessment- Batch 2'
1174,'ML_Sec_Initiatives in School Education'
1175,'ML_Sec_Initiatives in School Education- Batch 2'
1176,'ML_Sec_Integrating Gender in Schooling Processes'
1177,'ML_Sec_Integrating Gender in Schooling Processes - Batch 2'
1178,'ML_Sec_Personal-Social Qualities for Holistic Development'
1179,'ML_Sec_Personal-Social Qualities for Holistic Development- Batch 2'
1180,'ML_Sec_School Based Assessment'
1181,'ML_Sec_School Based Assessment - Batch 2'
1182,'ML_Sec_Toy Based Pedagogy'
1183,'ML_Sec_Toy Based Pedagogy- Batch 2'
1184,'ML_Sec_Understanding Secondary Stage Learners'
1185,'ML_Sec_Understanding Secondary Stage Learners- Batch 2'
1186,'ML_Sec_Vocational Education'
1187,'ML_Sec_Vocational Education - Batch 2'
1188,"'ML_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1189,'MZ_Art Integrated Learning'
1190,'MZ_Art Integrated Learning_Batch2'
1191,'MZ_Art Integrated Learning_Batch3'
1192,'MZ_Curriculum and Inclusive Classrooms'
1193,'MZ_Curriculum and Inclusive Classrooms_Batch2'
1194,'MZ_Curriculum and Inclusive Classrooms_Batch3'
1195,'MZ_Developing PSQ for Creating a Safe and Healthy School Environment'
1196,'MZ_FLN_Eng_Foundational Language and Literacy'
1197,'MZ_FLN_Eng_Foundational Numeracy'
1198,"'MZ_FLN_Eng_Integration of ICT in Teaching, Learning and Assessment'"
1199,'MZ_FLN_Eng_Introduction to FLN Mission'
1200,'MZ_FLN_Eng_Involvement of Parents and Communities for FLN'
1201,'MZ_FLN_Eng_Learning Assessment'
1202,'MZ_FLN_Eng_Multilingual Education in Primary Grades'
1203,'MZ_FLN_Eng_School Leadership for Foundational Literacy and Numeracy'
1204,'MZ_FLN_Eng_Shifting Towards Competency Based Education'
1205,'MZ_FLN_Eng_Toy Based Pedagogy for Foundational Stage'
1206,'MZ_FLN_Mizo_Foundational Language and Literacy'
1207,'MZ_FLN_Mizo_Foundational Numeracy'
1208,"'MZ_FLN_Mizo_Integration of ICT in Teaching, Learning and Assessment'"
1209,'MZ_FLN_Mizo_Introduction to FLN Mission'
1210,'MZ_FLN_Mizo_Involvement of Parents and Communities for FLN'
1211,'MZ_FLN_Mizo_Learning Assessment'
1212,'MZ_FLN_Mizo_Multilingual Education in Primary Grades'
1213,'MZ_FLN_Mizo_School Leadership for Foundational Literacy and Numeracy'
1214,'MZ_FLN_Mizo_Shifting Towards Competency Based Education'
1215,'MZ_FLN_Mizo_Toy Based Pedagogy for Foundational Stage'
1216,'MZ_Health and Well-being'
1217,'MZ_Health and Well-being in Schools'
1218,'MZ_Health and Well-being_Batch2'
1219,'MZ_Health and Well-being_Batch3'
1220,'MZ_ICT in Teaching-Learning and Assessment'
1221,'MZ_ICT in Teaching-Learning and Assessment_Batch2'
1222,'MZ_ICT in Teaching-Learning and Assessment_Batch3'
1223,'MZ_Initiatives in School Education'
1224,'MZ_Initiatives in School Education_Batch2'
1225,'MZ_Initiatives in School Education_Batch3'
1226,'MZ_Integrating Gender in Schooling Processes'
1227,'MZ_Integrating Gender in Schooling Processes_Batch2'
1228,'MZ_Integrating Gender in Schooling Processes_Batch3'
1229,'MZ_Integrating gender in the teaching learning process'
1230,"'MZ_Integration of ICT in Teaching, Learning and Assessment'"
1231,'MZ_Pedagogy of Environmental Studies'
1232,'MZ_Pedagogy of Languages'
1233,'MZ_Pedagogy of Mathematics'
1234,'MZ_Pedagogy of Science'
1235,'MZ_Pedagogy of Social Sciences'
1236,'MZ_Personal-Social Qualities for Holistic Development'
1237,'MZ_Personal-Social Qualities for Holistic Development_Batch2'
1238,'MZ_Personal-Social Qualities for Holistic Development_Batch3'
1239,'MZ_Pre-vocational Education'
1240,'MZ_Preschool Education'
1241,'MZ_School Based Assessment'
1242,'MZ_School Based Assessment_Batch2'
1243,'MZ_School Based Assessment_Batch3'
1244,'MZ_Toy Based Pedagogy'
1245,'MZ_Toy Based Pedagogy_Batch2'
1246,'MZ_Toy Based Pedagogy_Batch3'
1247,"'MZ_Understanding Rights, Child Sexual Abuse and POCSO Act, 2012'"
1248,'MZ_Understanding Secondary Stage Learners'
1249,'MZ_Understanding Secondary Stage Learners_Batch2'
1250,'MZ_Understanding Secondary Stage Learners_Batch3'
1251,'MZ_Vocational Education'
1252,'MZ_Vocational Education_Batch2'
1253,'MZ_Vocational Education_Batch3'
1254,'NL_Art Integrated Learning'
1255,'NL_Curriculum and Inclusive Classrooms'
1256,'NL_Developing Personal-Social Qualities for Creating a Safe&Healthy School Envt.'
1257,'NL_FLN_ Involvement of Parents and Communities for FLN_Batch2'
1258,'NL_FLN_ Multilingual Education in Primary Grades'
1259,'NL_FLN_Foundational Language and Literacy'
1260,'NL_FLN_Foundational Language and Literacy_Batch2'
1261,'NL_FLN_Foundational Numeracy'
1262,'NL_FLN_Foundational Numeracy_Batch2'
1263,"'NL_FLN_Integration of ICT in Teaching, Learning and Assessment'"
1264,"'NL_FLN_Integration of ICT in Teaching, Learning and Assessment_Batch2'"
1265,'NL_FLN_Introduction to FLN Mission'
1266,'NL_FLN_Introduction to FLN Mission_Batch2'
1267,'NL_FLN_Involvement of Parents and Communities for FLN'
1268,'NL_FLN_Learning Assessment'
1269,'NL_FLN_Learning Assessment_Batch2'
1270,'NL_FLN_Multilingual Education in Primary Grades_Batch2'
1271,'NL_FLN_School Leadership for Foundational Literacy and Numeracy'
1272,'NL_FLN_School Leadership for Foundational Literacy and Numeracy_Batch2'
1273,'NL_FLN_Shifting Towards Competency Based Education'
1274,'NL_FLN_Shifting Towards Competency Based Education_Batch2'
1275,'NL_FLN_Toy Based Pedagogy for Foundational Stage'
1276,'NL_FLN_Toy Based Pedagogy for Foundational Stage_Batch2'
1277,'NL_Health and Well-being in Schools'
1278,'NL_Initiatives in School Education'
1279,'NL_Integrating gender in the teaching learning process'
1280,"'NL_Integration of ICT in Teaching, Learning and Assessment'"
1281,'NL_Pedagogy of Environmental Studies'
1282,'NL_Pedagogy of Languages'
1283,'NL_Pedagogy of Mathematics'
1284,'NL_Pedagogy of Science'
1285,'NL_Pedagogy of Social Sciences'
1286,'NL_Pre-vocational Education'
1287,'NL_Preschool Education'
1288,'NL_School Based Assessment'
1289,'NL_SEC_Art Integrated Learning'
1290,'NL_SEC_Art Integrated Learning - Batch2'
1291,'NL_SEC_Curriculum and Inclusive Classrooms'
1292,'NL_SEC_Curriculum and Inclusive Classrooms - Batch2'
1293,'NL_SEC_Health and Well-being'
1294,'NL_SEC_Health and Well-being - Batch2'
1295,'NL_SEC_ICT in Teaching-Learning and Assessment'
1296,'NL_SEC_ICT in Teaching-Learning and Assessment - Batch2'
1297,'NL_SEC_Initiatives in School Education'
1298,'NL_SEC_Initiatives in School Education - Batch2'
1299,'NL_SEC_Integrating Gender in Schooling Processes'
1300,'NL_SEC_Integrating Gender in Schooling Processes - Batch2'
1301,'NL_SEC_Personal-Social Qualities for Holistic Development'
1302,'NL_SEC_Personal-Social Qualities for Holistic Development - Batch2'
1303,'NL_SEC_School Based Assessment'
1304,'NL_SEC_School Based Assessment - Batch2'
1305,'NL_SEC_Toy Based Pedagogy'
1306,'NL_SEC_Toy Based Pedagogy - Batch2'
1307,'NL_SEC_Understanding Secondary Stage Learners'
1308,'NL_SEC_Understanding Secondary Stage Learners - Batch2'
1309,'NL_SEC_Vocational Education'
1310,'NL_SEC_Vocational Education - Batch2'
1311,"'NL_Understanding Rights, Child Sexual Abuse (CSA) and the POCSO Act, 2012'"
1312,'AEES__School Based Assessment'
1313,'AEES_Art Integrated Learning'
1314,'AEES_Curriculum and Inclusive Classrooms'
1315,'AEES_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1316,'AEES_Health and Well-being in Schools'
1317,'AEES_Initiatives in School Education'
1318,'AEES_Integrating Gender in the Teaching Learning Process'
1319,"'AEES_Integration of ICT in Teaching, Learning and Assessment'"
1320,'AEES_Pedagogy of Environmental Studies'
1321,'AEES_Pedagogy of Languages'
1322,'AEES_Pedagogy of Mathematics'
1323,'AEES_Pedagogy of Science'
1324,'AEES_Pedagogy of Social Sciences'
1325,'AEES_Pre-vocational Education'
1326,'AEES_Preschool Education'
1327,"'AEES_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1328,'CBSE_Art Integrated Learning'
1329,'CBSE_Curriculum and Inclusive Classrooms'
1330,'CBSE_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1331,'CBSE_Health and Well-being in Schools'
1332,'CBSE_Initiatives in School Education'
1333,'CBSE_Integrating Gender in the Teaching Learning Process'
1334,"'CBSE_Integration of ICT in Teaching, Learning and Assessment'"
1335,'CBSE_Pedagogy of Environmental Studies'
1336,'CBSE_Pedagogy of Languages'
1337,'CBSE_Pedagogy of Mathematics'
1338,'CBSE_Pedagogy of Science'
1339,'CBSE_Pedagogy of Social Sciences'
1340,'CBSE_Pre-vocational Education'
1341,'CBSE_Preschool Education'
1342,'CBSE_School Based Assessment'
1343,"'CBSE_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1344,'CTSA_Art Integrated Learning'
1345,'CTSA_Curriculum and Inclusive Classrooms'
1346,'CTSA_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1347,"'CTSA_Integration of ICT in Teaching, Learning and Assessment'"
1348,'CTSA_Pedagogy of Environmental Studies'
1349,'CTSA_Pedagogy of Languages'
1350,'CTSA_Pedagogy of Mathematics'
1351,'CTSA_Pedagogy of Science'
1352,'CTSA_Pedagogy of Social Sciences'
1353,'CTSA_Preschool Education'
1354,'CTSA_School Based Assessment'
1355,"'CTSA_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1356,'Curriculum and Inclusive Classrooms'
1357,'Developing PSQ for Creating a Safe and Healthy School Environment'
1358,'Gen_Sec_ ICT in Teaching-Learning and Assessment'
1359,'Gen_Sec_Curriculum and Inclusive Classrooms'
1360,'Gen_Sec_Personal-Social Qualities for Holistic Development'
1361,'ICSE_Art Integrated Learning'
1362,'ICSE_Curriculum and Inclusive Classrooms'
1363,'ICSE_Developing PSQ for Creating a Safe and Healthy School Environment'
1364,'ICSE_Health and Well-being in Schools'
1365,'ICSE_Initiatives in School Education'
1366,'ICSE_Integrating Gender in the Teaching Learning Process'
1367,"'ICSE_Integration of ICT in Teaching, Learning and Assessment'"
1368,'ICSE_Pedagogy of Environmental Studies'
1369,'ICSE_Pedagogy of Languages'
1370,'ICSE_Pedagogy of Mathematics'
1371,'ICSE_Pedagogy of Science'
1372,'ICSE_Pedagogy of Social Sciences'
1373,'ICSE_Pre-vocational Education'
1374,'ICSE_Preschool Education'
1375,'ICSE_School Based Assessment'
1376,"'ICSE_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1377,"'Integration of ICT in Teaching, Learning and Assessment'"
1378,'KVS_Art Integrated Learning'
1379,'KVS_Curriculum and Inclusive Classrooms'
1380,'KVS_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1381,'KVS_Health and Well-being in Schools'
1382,'KVS_Initiatives in School Education'
1383,'KVS_Integrating Gender in the Teaching Learning Process'
1384,"'KVS_Integration of ICT in Teaching, Learning and Assessment'"
1385,'KVS_Pedagogy of Environmental Studies'
1386,'KVS_Pedagogy of Languages'
1387,'KVS_Pedagogy of Mathematics'
1388,'KVS_Pedagogy of Science'
1389,'KVS_Pedagogy of Social Sciences'
1390,'KVS_Pre-vocational Education'
1391,'KVS_Preschool Education'
1392,'KVS_School Based Assessment'
1393,"'KVS_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1394,'NVS_Art Integrated Learning'
1395,'NVS_Curriculum and Inclusive Classrooms'
1396,'NVS_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1397,'NVS_Health and Well-being in Schools'
1398,'NVS_Initiatives in School Education'
1399,'NVS_Integrating Gender in the Teaching Learning Process'
1400,"'NVS_Integration of ICT in Teaching, Learning and Assessment'"
1401,'NVS_Pedagogy of Environmental Studies'
1402,'NVS_Pedagogy of Languages'
1403,'NVS_Pedagogy of Mathematics'
1404,'NVS_Pedagogy of Science'
1405,'NVS_Pedagogy of Social Sciences'
1406,'NVS_Pre-vocational Education'
1407,'NVS_Preschool Education'
1408,'NVS_School Based Assessment'
1409,'NVS_SEC_Curriculum and Inclusive Classrooms'
1410,"'NVS_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1411,'Sainik School_Art Integrated Learning'
1412,'Sainik School_Curriculum and Inclusive Classrooms'
1413,'Sainik School_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
1414,'Sainik School_Health and Well-being in Schools'
1415,'Sainik School_Initiatives in School Education'
1416,'Sainik School_Integrating Gender in the Teaching Learning Process'
1417,"'Sainik School_Integration of ICT in Teaching, Learning and Assessment'"
1418,'Sainik School_Pedagogy of Environmental Studies'
1419,'Sainik School_Pedagogy of Mathematics'
1420,'Sainik School_Pedagogy of Science'
1421,'Sainik School_Pre-vocational Education'
1422,'Sainik School_School Based Assessment'
1423,'Toy Based Pedagogy'
1424,'CTSA_Health and Well-being in Schools'
1425,'CTSA_Initiatives in School Education'
1426,'CTSA_Integrating Gender in the Teaching Learning Process'
1427,'CTSA_Pre-vocational Education'
1428,'Sainik School_Pedagogy of Languages'
1429,'Sainik School_Pedagogy of Social Sciences'
1430,'Sainik School_Preschool Education'
1431,"'Sainik School_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1432,'Vocational Education'
1433,'Art Integrated Learning'
1434,'ICT in Teaching-Learning and Assessment'
1435,'Introduction to FLN Mission'
1436,'Gen_Sec_Art Integrated Learning'
1437,"'ICT in Teaching, Learning and Assessment'"
1438,'Personal-Social Qualities for Holistic Development'
1439,'Integrating Gender in Schooling Processes'
1440,'PY_ Initiatives in School Education'
1441,'PY_ Pedagogy of Mathematics'
1442,'PY_ Pedagogy of Science'
1443,'PY_ Pedagogy of Social Sciences'
1444,'PY_ Pre-vocational Education'
1445,'PY_ School Based Assessment'
1446,'PY_Art Integrated Learning'
1447,'PY_Curriculum and Inclusive Classrooms'
1448,'PY_Developing Personal-Social Qualities for Creating Safe School Environment'
1449,'PY_Health and Well-being in Schools'
1450,'PY_Integrating Gender in the Teaching Learning Process'
1451,"'PY_Integration of ICT in Teaching, Learning and Assessment'"
1452,'PY_of Pedagogy of Languages'
1453,'PY_Pedagogy of Environmental Studies'
1454,'PY_Preschool Education'
1455,"'PY_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1456,'PY- Art Integrated Learning'
1457,'PY- Art Integrated Learning-BATCH 2'
1458,'PY- Curriculum and Inclusive Classrooms'
1459,'PY- Curriculum and Inclusive Classrooms-BATCH 2'
1460,'PY- Foundational Language and Literacy'
1461,'PY- Foundational Language and Literacy-BATCH 2'
1462,'PY- ICT in Teaching-Learning and Assessment'
1463,'PY- ICT in Teaching-Learning and Assessment-BATCH 2'
1464,'PY- Initiatives in School Education'
1465,'PY- Initiatives in School Education-BATCH 2'
1466,'PY- Involvement of Parents and Communities for FLN'
1467,'PY- Involvement of Parents and Communities for FLN-BATCH 2'
1468,'PY- Personal-Social Qualities for Holistic Development'
1469,'PY- Personal-Social Qualities for Holistic Development-BATCH 2'
1470,'PY- School Based Assessment'
1471,'PY- School Based Assessment-BATCH 2'
1472,'PY- Toy Based Pedagogy'
1473,'PY- Toy Based Pedagogy-BATCH 2'
1474,'PY- Understanding Secondary Stage Learners'
1475,'PY- Understanding Secondary Stage Learners-BATCH 2'
1476,'PY-FLN Learning Assessment'
1477,'PY-FLN School Leadership for Foundational Literacy and Numeracy'
1478,'PY-FLN School Leadership for Foundational Literacy and Numeracy-BATCH 2'
1479,'PY-FLN- Foundational Numeracy'
1480,'PY-FLN- Foundational Numeracy-BATCH 2'
1481,"'PY-FLN- Integration of ICT in Teaching, Learning and Assessment'"
1482,"'PY-FLN- Integration of ICT in Teaching, Learning and Assessment -BATCH 2'"
1483,'PY-FLN-Toy Based Pedagogy for Foundational Stage'
1484,'PY-FLN-Toy Based Pedagogy for Foundational Stage-BATCH 2'
1485,'PY-Health and Well-being'
1486,'PY-Health and Well-being-BATCH 2'
1487,'PY-Integrating Gender in Schooling Processes'
1488,'PY-Integrating Gender in Schooling Processes-BATCH 2'
1489,'PY-Multilingual Education in Primary Grades'
1490,'PY-NISHTHAFLN Introduction to FLN Mission'
1491,'PY-NISHTHAFLN Introduction to FLN Mission-BATCH 2'
1492,'PY-NISHTHAFLN Involvement of Parents and Communities for FLN'
1493,'PY-NISHTHAFLN  Shifting Towards Competency Based Education'
1494,'PY-NISHTHAFLN  Shifting Towards Competency Based Education-BATCH 2'
1495,'PY-Vocational Education'
1496,'PY-Vocational Education-BATCH 2'
1497,'COURSE 10   School Based Assessment'
1498,'PB _  Initiatives in School Education'
1499,'PB _  Pedagogy of Science'
1500,'PB _ Pre-vocational Education'
1501,'PB _ Preschool Education'
1502,"'PB _ Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
1503,'PB_ Art Integrated Learning'
1504,"'PB_ Integration of ICT in Teaching, Learning and Assessment'"
1505,'PB_ Pedagogy of Languages'
1506,'PB_ Pedagogy of Mathematics'
